shift_id,date,staff_id,staff_name,role,shift_start,hours_worked,hourly_rate,labour_cost,is_weekend,is_event_day
SH20240705S010,2024-07-05,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,False,False
SH20240705S008,2024-07-05,S008,Patrick Hennessy,Supervisor,12,6,18.0,108.0,False,False
SH20240705S006,2024-07-05,S006,Seamus Connolly,Floor Staff,11,8,13.5,108.0,False,False
SH20240705S009,2024-07-05,S009,Emma Burke,Kitchen,17,7,15.0,105.0,False,False
SH20240705S007,2024-07-05,S007,Roisin Doyle,Floor Staff,13,7,13.5,94.5,False,False
SH20240705S005,2024-07-05,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,False,False
SH20240706S002,2024-07-06,S002,Cian O'Sullivan,Bartender,12,7,14.5,101.5,True,False
SH20240706S003,2024-07-06,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,True,False
SH20240706S007,2024-07-06,S007,Roisin Doyle,Floor Staff,17,8,13.5,108.0,True,False
SH20240706S008,2024-07-06,S008,Patrick Hennessy,Supervisor,17,8,18.0,144.0,True,False
SH20240706S006,2024-07-06,S006,Seamus Connolly,Floor Staff,13,6,13.5,81.0,True,False
SH20240707S001,2024-07-07,S001,Aoife Murphy,Bartender,12,8,14.5,116.0,True,False
SH20240707S002,2024-07-07,S002,Cian O'Sullivan,Bartender,17,8,14.5,116.0,True,False
SH20240707S005,2024-07-07,S005,Niamh Walsh,Bartender,13,8,14.5,116.0,True,False
SH20240707S009,2024-07-07,S009,Emma Burke,Kitchen,17,8,15.0,120.0,True,False
SH20240707S010,2024-07-07,S010,Liam McCarthy,Kitchen,17,8,15.0,120.0,True,False
SH20240708S003,2024-07-08,S003,Siobhan Kelly,Bartender,12,5,14.5,72.5,False,False
SH20240708S004,2024-07-08,S004,Declan Byrne,Supervisor,13,6,18.0,108.0,False,False
SH20240708S005,2024-07-08,S005,Niamh Walsh,Bartender,12,5,14.5,72.5,False,False
SH20240708S002,2024-07-08,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,False,False
SH20240709S009,2024-07-09,S009,Emma Burke,Kitchen,13,6,15.0,90.0,False,False
SH20240709S001,2024-07-09,S001,Aoife Murphy,Bartender,12,5,14.5,72.5,False,False
SH20240709S007,2024-07-09,S007,Roisin Doyle,Floor Staff,11,6,13.5,81.0,False,False
SH20240709S008,2024-07-09,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,False,False
SH20240710S002,2024-07-10,S002,Cian O'Sullivan,Bartender,12,5,14.5,72.5,False,False
SH20240710S005,2024-07-10,S005,Niamh Walsh,Bartender,12,6,14.5,87.0,False,False
SH20240711S009,2024-07-11,S009,Emma Burke,Kitchen,12,5,15.0,75.0,False,False
SH20240711S010,2024-07-11,S010,Liam McCarthy,Kitchen,17,6,15.0,90.0,False,False
SH20240711S003,2024-07-11,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,False,False
SH20240711S002,2024-07-11,S002,Cian O'Sullivan,Bartender,17,5,14.5,72.5,False,False
SH20240712S010,2024-07-12,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,False,False
SH20240712S003,2024-07-12,S003,Siobhan Kelly,Bartender,17,7,14.5,101.5,False,False
SH20240712S009,2024-07-12,S009,Emma Burke,Kitchen,12,6,15.0,90.0,False,False
SH20240712S001,2024-07-12,S001,Aoife Murphy,Bartender,17,6,14.5,87.0,False,False
SH20240712S008,2024-07-12,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,False,False
SH20240712S006,2024-07-12,S006,Seamus Connolly,Floor Staff,13,8,13.5,108.0,False,False
SH20240713S004,2024-07-13,S004,Declan Byrne,Supervisor,12,7,18.0,126.0,True,False
SH20240713S009,2024-07-13,S009,Emma Burke,Kitchen,12,8,15.0,120.0,True,False
SH20240713S008,2024-07-13,S008,Patrick Hennessy,Supervisor,13,8,18.0,144.0,True,False
SH20240713S005,2024-07-13,S005,Niamh Walsh,Bartender,11,8,14.5,116.0,True,False
SH20240713S002,2024-07-13,S002,Cian O'Sullivan,Bartender,17,8,14.5,116.0,True,False
SH20240714S005,2024-07-14,S005,Niamh Walsh,Bartender,12,6,14.5,87.0,True,False
SH20240714S009,2024-07-14,S009,Emma Burke,Kitchen,12,7,15.0,105.0,True,False
SH20240714S001,2024-07-14,S001,Aoife Murphy,Bartender,11,7,14.5,101.5,True,False
SH20240714S002,2024-07-14,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,True,False
SH20240714S006,2024-07-14,S006,Seamus Connolly,Floor Staff,11,7,13.5,94.5,True,False
SH20240714S008,2024-07-14,S008,Patrick Hennessy,Supervisor,12,6,18.0,108.0,True,False
SH20240715S004,2024-07-15,S004,Declan Byrne,Supervisor,11,6,18.0,108.0,False,False
SH20240715S007,2024-07-15,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,False,False
SH20240715S009,2024-07-15,S009,Emma Burke,Kitchen,12,6,15.0,90.0,False,False
SH20240716S002,2024-07-16,S002,Cian O'Sullivan,Bartender,12,5,14.5,72.5,False,False
SH20240716S010,2024-07-16,S010,Liam McCarthy,Kitchen,13,6,15.0,90.0,False,False
SH20240716S001,2024-07-16,S001,Aoife Murphy,Bartender,17,6,14.5,87.0,False,False
SH20240717S008,2024-07-17,S008,Patrick Hennessy,Supervisor,17,5,18.0,90.0,False,False
SH20240717S010,2024-07-17,S010,Liam McCarthy,Kitchen,11,5,15.0,75.0,False,False
SH20240717S005,2024-07-17,S005,Niamh Walsh,Bartender,13,5,14.5,72.5,False,False
SH20240718S008,2024-07-18,S008,Patrick Hennessy,Supervisor,12,6,18.0,108.0,False,False
SH20240718S007,2024-07-18,S007,Roisin Doyle,Floor Staff,12,5,13.5,67.5,False,False
SH20240719S002,2024-07-19,S002,Cian O'Sullivan,Bartender,11,6,14.5,87.0,False,False
SH20240719S004,2024-07-19,S004,Declan Byrne,Supervisor,17,6,18.0,108.0,False,False
SH20240719S003,2024-07-19,S003,Siobhan Kelly,Bartender,12,7,14.5,101.5,False,False
SH20240719S005,2024-07-19,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,False,False
SH20240719S009,2024-07-19,S009,Emma Burke,Kitchen,11,7,15.0,105.0,False,False
SH20240720S002,2024-07-20,S002,Cian O'Sullivan,Bartender,12,8,14.5,116.0,True,False
SH20240720S010,2024-07-20,S010,Liam McCarthy,Kitchen,12,8,15.0,120.0,True,False
SH20240720S001,2024-07-20,S001,Aoife Murphy,Bartender,11,7,14.5,101.5,True,False
SH20240720S009,2024-07-20,S009,Emma Burke,Kitchen,12,7,15.0,105.0,True,False
SH20240720S008,2024-07-20,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,True,False
SH20240720S004,2024-07-20,S004,Declan Byrne,Supervisor,11,8,18.0,144.0,True,False
SH20240720S003,2024-07-20,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,True,False
SH20240720S005,2024-07-20,S005,Niamh Walsh,Bartender,11,6,14.5,87.0,True,False
SH20240721S002,2024-07-21,S002,Cian O'Sullivan,Bartender,11,8,14.5,116.0,True,False
SH20240721S008,2024-07-21,S008,Patrick Hennessy,Supervisor,17,7,18.0,126.0,True,False
SH20240721S006,2024-07-21,S006,Seamus Connolly,Floor Staff,12,8,13.5,108.0,True,False
SH20240721S010,2024-07-21,S010,Liam McCarthy,Kitchen,12,8,15.0,120.0,True,False
SH20240721S004,2024-07-21,S004,Declan Byrne,Supervisor,12,8,18.0,144.0,True,False
SH20240721S009,2024-07-21,S009,Emma Burke,Kitchen,17,6,15.0,90.0,True,False
SH20240721S003,2024-07-21,S003,Siobhan Kelly,Bartender,13,6,14.5,87.0,True,False
SH20240721S001,2024-07-21,S001,Aoife Murphy,Bartender,13,8,14.5,116.0,True,False
SH20240722S001,2024-07-22,S001,Aoife Murphy,Bartender,17,5,14.5,72.5,False,False
SH20240722S007,2024-07-22,S007,Roisin Doyle,Floor Staff,13,5,13.5,67.5,False,False
SH20240722S004,2024-07-22,S004,Declan Byrne,Supervisor,13,5,18.0,90.0,False,False
SH20240723S007,2024-07-23,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,False,False
SH20240723S003,2024-07-23,S003,Siobhan Kelly,Bartender,11,5,14.5,72.5,False,False
SH20240723S008,2024-07-23,S008,Patrick Hennessy,Supervisor,12,5,18.0,90.0,False,False
SH20240724S006,2024-07-24,S006,Seamus Connolly,Floor Staff,17,5,13.5,67.5,False,False
SH20240724S001,2024-07-24,S001,Aoife Murphy,Bartender,13,6,14.5,87.0,False,False
SH20240724S007,2024-07-24,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,False,False
SH20240724S002,2024-07-24,S002,Cian O'Sullivan,Bartender,12,5,14.5,72.5,False,False
SH20240725S005,2024-07-25,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,False
SH20240725S001,2024-07-25,S001,Aoife Murphy,Bartender,17,5,14.5,72.5,False,False
SH20240725S004,2024-07-25,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20240725S009,2024-07-25,S009,Emma Burke,Kitchen,12,6,15.0,90.0,False,False
SH20240726S008,2024-07-26,S008,Patrick Hennessy,Supervisor,13,8,18.0,144.0,False,False
SH20240726S010,2024-07-26,S010,Liam McCarthy,Kitchen,12,7,15.0,105.0,False,False
SH20240726S009,2024-07-26,S009,Emma Burke,Kitchen,13,8,15.0,120.0,False,False
SH20240726S004,2024-07-26,S004,Declan Byrne,Supervisor,12,7,18.0,126.0,False,False
SH20240726S003,2024-07-26,S003,Siobhan Kelly,Bartender,13,8,14.5,116.0,False,False
SH20240726S006,2024-07-26,S006,Seamus Connolly,Floor Staff,12,8,13.5,108.0,False,False
SH20240726S001,2024-07-26,S001,Aoife Murphy,Bartender,11,7,14.5,101.5,False,False
SH20240727S005,2024-07-27,S005,Niamh Walsh,Bartender,11,7,14.5,101.5,True,False
SH20240727S002,2024-07-27,S002,Cian O'Sullivan,Bartender,13,8,14.5,116.0,True,False
SH20240727S008,2024-07-27,S008,Patrick Hennessy,Supervisor,13,7,18.0,126.0,True,False
SH20240727S006,2024-07-27,S006,Seamus Connolly,Floor Staff,17,7,13.5,94.5,True,False
SH20240727S004,2024-07-27,S004,Declan Byrne,Supervisor,13,6,18.0,108.0,True,False
SH20240727S003,2024-07-27,S003,Siobhan Kelly,Bartender,13,8,14.5,116.0,True,False
SH20240727S001,2024-07-27,S001,Aoife Murphy,Bartender,13,7,14.5,101.5,True,False
SH20240727S010,2024-07-27,S010,Liam McCarthy,Kitchen,11,7,15.0,105.0,True,False
SH20240728S007,2024-07-28,S007,Roisin Doyle,Floor Staff,13,8,13.5,108.0,True,False
SH20240728S001,2024-07-28,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,True,False
SH20240728S002,2024-07-28,S002,Cian O'Sullivan,Bartender,11,8,14.5,116.0,True,False
SH20240728S010,2024-07-28,S010,Liam McCarthy,Kitchen,17,7,15.0,105.0,True,False
SH20240728S004,2024-07-28,S004,Declan Byrne,Supervisor,13,7,18.0,126.0,True,False
SH20240728S003,2024-07-28,S003,Siobhan Kelly,Bartender,11,7,14.5,101.5,True,False
SH20240728S005,2024-07-28,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,True,False
SH20240728S008,2024-07-28,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,True,False
SH20240729S009,2024-07-29,S009,Emma Burke,Kitchen,17,5,15.0,75.0,False,False
SH20240729S007,2024-07-29,S007,Roisin Doyle,Floor Staff,11,5,13.5,67.5,False,False
SH20240730S006,2024-07-30,S006,Seamus Connolly,Floor Staff,13,5,13.5,67.5,False,False
SH20240730S002,2024-07-30,S002,Cian O'Sullivan,Bartender,11,5,14.5,72.5,False,False
SH20240730S005,2024-07-30,S005,Niamh Walsh,Bartender,13,5,14.5,72.5,False,False
SH20240731S005,2024-07-31,S005,Niamh Walsh,Bartender,11,5,14.5,72.5,False,False
SH20240731S010,2024-07-31,S010,Liam McCarthy,Kitchen,13,5,15.0,75.0,False,False
SH20240731S009,2024-07-31,S009,Emma Burke,Kitchen,13,5,15.0,75.0,False,False
SH20240801S009,2024-08-01,S009,Emma Burke,Kitchen,11,6,15.0,90.0,False,False
SH20240801S010,2024-08-01,S010,Liam McCarthy,Kitchen,11,5,15.0,75.0,False,False
SH20240801S005,2024-08-01,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,False,False
SH20240802S003,2024-08-02,S003,Siobhan Kelly,Bartender,11,8,14.5,116.0,False,False
SH20240802S008,2024-08-02,S008,Patrick Hennessy,Supervisor,11,8,18.0,144.0,False,False
SH20240802S002,2024-08-02,S002,Cian O'Sullivan,Bartender,17,7,14.5,101.5,False,False
SH20240802S009,2024-08-02,S009,Emma Burke,Kitchen,13,6,15.0,90.0,False,False
SH20240802S005,2024-08-02,S005,Niamh Walsh,Bartender,11,6,14.5,87.0,False,False
SH20240803S005,2024-08-03,S005,Niamh Walsh,Bartender,11,8,14.5,116.0,True,False
SH20240803S007,2024-08-03,S007,Roisin Doyle,Floor Staff,17,8,13.5,108.0,True,False
SH20240803S009,2024-08-03,S009,Emma Burke,Kitchen,12,7,15.0,105.0,True,False
SH20240803S010,2024-08-03,S010,Liam McCarthy,Kitchen,12,7,15.0,105.0,True,False
SH20240803S008,2024-08-03,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,True,False
SH20240804S008,2024-08-04,S008,Patrick Hennessy,Supervisor,11,8,18.0,144.0,True,False
SH20240804S002,2024-08-04,S002,Cian O'Sullivan,Bartender,17,7,14.5,101.5,True,False
SH20240804S005,2024-08-04,S005,Niamh Walsh,Bartender,11,8,14.5,116.0,True,False
SH20240804S004,2024-08-04,S004,Declan Byrne,Supervisor,13,8,18.0,144.0,True,False
SH20240804S010,2024-08-04,S010,Liam McCarthy,Kitchen,17,8,15.0,120.0,True,False
SH20240804S001,2024-08-04,S001,Aoife Murphy,Bartender,17,7,14.5,101.5,True,False
SH20240804S003,2024-08-04,S003,Siobhan Kelly,Bartender,17,6,14.5,87.0,True,False
SH20240805S010,2024-08-05,S010,Liam McCarthy,Kitchen,13,5,15.0,75.0,False,False
SH20240805S005,2024-08-05,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,False,False
SH20240805S003,2024-08-05,S003,Siobhan Kelly,Bartender,13,6,14.5,87.0,False,False
SH20240806S003,2024-08-06,S003,Siobhan Kelly,Bartender,12,6,14.5,87.0,False,False
SH20240806S001,2024-08-06,S001,Aoife Murphy,Bartender,17,6,14.5,87.0,False,False
SH20240806S004,2024-08-06,S004,Declan Byrne,Supervisor,13,5,18.0,90.0,False,False
SH20240807S009,2024-08-07,S009,Emma Burke,Kitchen,17,5,15.0,75.0,False,False
SH20240807S003,2024-08-07,S003,Siobhan Kelly,Bartender,17,5,14.5,72.5,False,False
SH20240808S004,2024-08-08,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20240808S008,2024-08-08,S008,Patrick Hennessy,Supervisor,12,6,18.0,108.0,False,False
SH20240808S002,2024-08-08,S002,Cian O'Sullivan,Bartender,12,6,14.5,87.0,False,False
SH20240808S010,2024-08-08,S010,Liam McCarthy,Kitchen,13,6,15.0,90.0,False,False
SH20240809S006,2024-08-09,S006,Seamus Connolly,Floor Staff,17,7,13.5,94.5,False,False
SH20240809S001,2024-08-09,S001,Aoife Murphy,Bartender,17,7,14.5,101.5,False,False
SH20240809S003,2024-08-09,S003,Siobhan Kelly,Bartender,13,8,14.5,116.0,False,False
SH20240809S009,2024-08-09,S009,Emma Burke,Kitchen,13,8,15.0,120.0,False,False
SH20240809S008,2024-08-09,S008,Patrick Hennessy,Supervisor,11,7,18.0,126.0,False,False
SH20240809S005,2024-08-09,S005,Niamh Walsh,Bartender,11,8,14.5,116.0,False,False
SH20240810S002,2024-08-10,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,True,False
SH20240810S005,2024-08-10,S005,Niamh Walsh,Bartender,11,8,14.5,116.0,True,False
SH20240810S008,2024-08-10,S008,Patrick Hennessy,Supervisor,12,7,18.0,126.0,True,False
SH20240810S004,2024-08-10,S004,Declan Byrne,Supervisor,17,7,18.0,126.0,True,False
SH20240810S003,2024-08-10,S003,Siobhan Kelly,Bartender,13,6,14.5,87.0,True,False
SH20240810S007,2024-08-10,S007,Roisin Doyle,Floor Staff,17,6,13.5,81.0,True,False
SH20240810S006,2024-08-10,S006,Seamus Connolly,Floor Staff,12,6,13.5,81.0,True,False
SH20240811S003,2024-08-11,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,True,False
SH20240811S001,2024-08-11,S001,Aoife Murphy,Bartender,17,7,14.5,101.5,True,False
SH20240811S007,2024-08-11,S007,Roisin Doyle,Floor Staff,13,7,13.5,94.5,True,False
SH20240811S009,2024-08-11,S009,Emma Burke,Kitchen,11,6,15.0,90.0,True,False
SH20240811S006,2024-08-11,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,True,False
SH20240812S004,2024-08-12,S004,Declan Byrne,Supervisor,11,6,18.0,108.0,False,False
SH20240812S008,2024-08-12,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,False,False
SH20240812S002,2024-08-12,S002,Cian O'Sullivan,Bartender,17,6,14.5,87.0,False,False
SH20240813S006,2024-08-13,S006,Seamus Connolly,Floor Staff,13,5,13.5,67.5,False,False
SH20240813S001,2024-08-13,S001,Aoife Murphy,Bartender,11,6,14.5,87.0,False,False
SH20240813S005,2024-08-13,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,False
SH20240814S008,2024-08-14,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,False,False
SH20240814S010,2024-08-14,S010,Liam McCarthy,Kitchen,12,5,15.0,75.0,False,False
SH20240814S004,2024-08-14,S004,Declan Byrne,Supervisor,12,6,18.0,108.0,False,False
SH20240814S007,2024-08-14,S007,Roisin Doyle,Floor Staff,13,6,13.5,81.0,False,False
SH20240815S007,2024-08-15,S007,Roisin Doyle,Floor Staff,17,5,13.5,67.5,False,False
SH20240815S003,2024-08-15,S003,Siobhan Kelly,Bartender,12,6,14.5,87.0,False,False
SH20240816S003,2024-08-16,S003,Siobhan Kelly,Bartender,11,7,14.5,101.5,False,False
SH20240816S004,2024-08-16,S004,Declan Byrne,Supervisor,13,6,18.0,108.0,False,False
SH20240816S008,2024-08-16,S008,Patrick Hennessy,Supervisor,12,6,18.0,108.0,False,False
SH20240816S001,2024-08-16,S001,Aoife Murphy,Bartender,11,7,14.5,101.5,False,False
SH20240816S007,2024-08-16,S007,Roisin Doyle,Floor Staff,12,7,13.5,94.5,False,False
SH20240816S002,2024-08-16,S002,Cian O'Sullivan,Bartender,12,8,14.5,116.0,False,False
SH20240816S010,2024-08-16,S010,Liam McCarthy,Kitchen,17,6,15.0,90.0,False,False
SH20240817S002,2024-08-17,S002,Cian O'Sullivan,Bartender,13,8,14.5,116.0,True,False
SH20240817S009,2024-08-17,S009,Emma Burke,Kitchen,17,7,15.0,105.0,True,False
SH20240817S001,2024-08-17,S001,Aoife Murphy,Bartender,11,6,14.5,87.0,True,False
SH20240817S010,2024-08-17,S010,Liam McCarthy,Kitchen,17,7,15.0,105.0,True,False
SH20240817S008,2024-08-17,S008,Patrick Hennessy,Supervisor,12,8,18.0,144.0,True,False
SH20240817S003,2024-08-17,S003,Siobhan Kelly,Bartender,11,7,14.5,101.5,True,False
SH20240818S006,2024-08-18,S006,Seamus Connolly,Floor Staff,17,8,13.5,108.0,True,False
SH20240818S005,2024-08-18,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,True,False
SH20240818S003,2024-08-18,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,True,False
SH20240818S008,2024-08-18,S008,Patrick Hennessy,Supervisor,13,7,18.0,126.0,True,False
SH20240818S007,2024-08-18,S007,Roisin Doyle,Floor Staff,11,7,13.5,94.5,True,False
SH20240818S002,2024-08-18,S002,Cian O'Sullivan,Bartender,12,6,14.5,87.0,True,False
SH20240819S007,2024-08-19,S007,Roisin Doyle,Floor Staff,13,6,13.5,81.0,False,False
SH20240819S005,2024-08-19,S005,Niamh Walsh,Bartender,11,5,14.5,72.5,False,False
SH20240819S003,2024-08-19,S003,Siobhan Kelly,Bartender,12,5,14.5,72.5,False,False
SH20240819S010,2024-08-19,S010,Liam McCarthy,Kitchen,17,5,15.0,75.0,False,False
SH20240820S008,2024-08-20,S008,Patrick Hennessy,Supervisor,13,5,18.0,90.0,False,False
SH20240820S004,2024-08-20,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20240821S010,2024-08-21,S010,Liam McCarthy,Kitchen,17,5,15.0,75.0,False,False
SH20240821S008,2024-08-21,S008,Patrick Hennessy,Supervisor,17,5,18.0,90.0,False,False
SH20240821S007,2024-08-21,S007,Roisin Doyle,Floor Staff,13,5,13.5,67.5,False,False
SH20240822S007,2024-08-22,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,False,False
SH20240822S003,2024-08-22,S003,Siobhan Kelly,Bartender,17,5,14.5,72.5,False,False
SH20240822S010,2024-08-22,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,False,False
SH20240823S003,2024-08-23,S003,Siobhan Kelly,Bartender,13,6,14.5,87.0,False,False
SH20240823S007,2024-08-23,S007,Roisin Doyle,Floor Staff,13,8,13.5,108.0,False,False
SH20240823S004,2024-08-23,S004,Declan Byrne,Supervisor,17,6,18.0,108.0,False,False
SH20240823S008,2024-08-23,S008,Patrick Hennessy,Supervisor,13,7,18.0,126.0,False,False
SH20240823S006,2024-08-23,S006,Seamus Connolly,Floor Staff,12,7,13.5,94.5,False,False
SH20240824S003,2024-08-24,S003,Siobhan Kelly,Bartender,13,8,14.5,116.0,True,False
SH20240824S006,2024-08-24,S006,Seamus Connolly,Floor Staff,13,6,13.5,81.0,True,False
SH20240824S002,2024-08-24,S002,Cian O'Sullivan,Bartender,17,6,14.5,87.0,True,False
SH20240824S009,2024-08-24,S009,Emma Burke,Kitchen,11,8,15.0,120.0,True,False
SH20240824S004,2024-08-24,S004,Declan Byrne,Supervisor,17,7,18.0,126.0,True,False
SH20240824S001,2024-08-24,S001,Aoife Murphy,Bartender,12,8,14.5,116.0,True,False
SH20240824S008,2024-08-24,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,True,False
SH20240825S002,2024-08-25,S002,Cian O'Sullivan,Bartender,13,8,14.5,116.0,True,False
SH20240825S005,2024-08-25,S005,Niamh Walsh,Bartender,17,8,14.5,116.0,True,False
SH20240825S009,2024-08-25,S009,Emma Burke,Kitchen,13,7,15.0,105.0,True,False
SH20240825S008,2024-08-25,S008,Patrick Hennessy,Supervisor,12,7,18.0,126.0,True,False
SH20240825S004,2024-08-25,S004,Declan Byrne,Supervisor,12,6,18.0,108.0,True,False
SH20240826S010,2024-08-26,S010,Liam McCarthy,Kitchen,12,6,15.0,90.0,False,False
SH20240826S006,2024-08-26,S006,Seamus Connolly,Floor Staff,13,5,13.5,67.5,False,False
SH20240826S004,2024-08-26,S004,Declan Byrne,Supervisor,13,6,18.0,108.0,False,False
SH20240826S008,2024-08-26,S008,Patrick Hennessy,Supervisor,17,5,18.0,90.0,False,False
SH20240827S007,2024-08-27,S007,Roisin Doyle,Floor Staff,11,6,13.5,81.0,False,False
SH20240827S003,2024-08-27,S003,Siobhan Kelly,Bartender,17,5,14.5,72.5,False,False
SH20240827S005,2024-08-27,S005,Niamh Walsh,Bartender,12,5,14.5,72.5,False,False
SH20240828S001,2024-08-28,S001,Aoife Murphy,Bartender,12,5,14.5,72.5,False,False
SH20240828S004,2024-08-28,S004,Declan Byrne,Supervisor,17,6,18.0,108.0,False,False
SH20240829S001,2024-08-29,S001,Aoife Murphy,Bartender,17,5,14.5,72.5,False,False
SH20240829S006,2024-08-29,S006,Seamus Connolly,Floor Staff,11,5,13.5,67.5,False,False
SH20240829S010,2024-08-29,S010,Liam McCarthy,Kitchen,13,5,15.0,75.0,False,False
SH20240830S006,2024-08-30,S006,Seamus Connolly,Floor Staff,17,7,13.5,94.5,False,False
SH20240830S002,2024-08-30,S002,Cian O'Sullivan,Bartender,17,6,14.5,87.0,False,False
SH20240830S010,2024-08-30,S010,Liam McCarthy,Kitchen,12,8,15.0,120.0,False,False
SH20240830S005,2024-08-30,S005,Niamh Walsh,Bartender,11,7,14.5,101.5,False,False
SH20240830S001,2024-08-30,S001,Aoife Murphy,Bartender,13,6,14.5,87.0,False,False
SH20240831S010,2024-08-31,S010,Liam McCarthy,Kitchen,13,6,15.0,90.0,True,False
SH20240831S008,2024-08-31,S008,Patrick Hennessy,Supervisor,11,7,18.0,126.0,True,False
SH20240831S006,2024-08-31,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,True,False
SH20240831S004,2024-08-31,S004,Declan Byrne,Supervisor,13,7,18.0,126.0,True,False
SH20240831S005,2024-08-31,S005,Niamh Walsh,Bartender,17,7,14.5,101.5,True,False
SH20240831S002,2024-08-31,S002,Cian O'Sullivan,Bartender,13,7,14.5,101.5,True,False
SH20240831S007,2024-08-31,S007,Roisin Doyle,Floor Staff,13,7,13.5,94.5,True,False
SH20240901S005,2024-09-01,S005,Niamh Walsh,Bartender,17,7,14.5,101.5,True,False
SH20240901S003,2024-09-01,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,True,False
SH20240901S004,2024-09-01,S004,Declan Byrne,Supervisor,11,7,18.0,126.0,True,False
SH20240901S002,2024-09-01,S002,Cian O'Sullivan,Bartender,11,8,14.5,116.0,True,False
SH20240901S006,2024-09-01,S006,Seamus Connolly,Floor Staff,12,6,13.5,81.0,True,False
SH20240901S001,2024-09-01,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,True,False
SH20240902S007,2024-09-02,S007,Roisin Doyle,Floor Staff,17,5,13.5,67.5,False,False
SH20240902S004,2024-09-02,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20240902S002,2024-09-02,S002,Cian O'Sullivan,Bartender,17,6,14.5,87.0,False,False
SH20240902S009,2024-09-02,S009,Emma Burke,Kitchen,11,6,15.0,90.0,False,False
SH20240903S001,2024-09-03,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,False,False
SH20240903S009,2024-09-03,S009,Emma Burke,Kitchen,13,5,15.0,75.0,False,False
SH20240903S003,2024-09-03,S003,Siobhan Kelly,Bartender,13,6,14.5,87.0,False,False
SH20240904S008,2024-09-04,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,False,False
SH20240904S009,2024-09-04,S009,Emma Burke,Kitchen,13,5,15.0,75.0,False,False
SH20240904S002,2024-09-04,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,False,False
SH20240904S004,2024-09-04,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20240905S001,2024-09-05,S001,Aoife Murphy,Bartender,17,5,14.5,72.5,False,False
SH20240905S003,2024-09-05,S003,Siobhan Kelly,Bartender,12,6,14.5,87.0,False,False
SH20240906S002,2024-09-06,S002,Cian O'Sullivan,Bartender,12,6,14.5,87.0,False,False
SH20240906S004,2024-09-06,S004,Declan Byrne,Supervisor,17,7,18.0,126.0,False,False
SH20240906S003,2024-09-06,S003,Siobhan Kelly,Bartender,12,8,14.5,116.0,False,False
SH20240906S009,2024-09-06,S009,Emma Burke,Kitchen,17,6,15.0,90.0,False,False
SH20240906S010,2024-09-06,S010,Liam McCarthy,Kitchen,13,7,15.0,105.0,False,False
SH20240906S006,2024-09-06,S006,Seamus Connolly,Floor Staff,12,8,13.5,108.0,False,False
SH20240907S007,2024-09-07,S007,Roisin Doyle,Floor Staff,17,7,13.5,94.5,True,False
SH20240907S005,2024-09-07,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,True,False
