customer_id,first_name,last_name,email,join_date,total_visits,avg_spend_eur,total_spend_eur,loyalty_points,segment,preferred_category,is_active
C0719,Grainne,Brennan,grainne719@gmail.com,2023-03-07,85,60.04,5103.4,935,VIP,Wine,True
C0720,Aoife,Murphy,aoife.murphy@gmail.com,2023-04-26,11,30.52,335.72,55,Occasional,Spirits,True
C0721,Patrick,McCarthy,patrick721@gmail.com,2024-01-06,28,63.05,1765.4,252,Regular,Spirits,True
C0722,Jack,Walsh,jack722@gmail.com,2023-02-05,3,82.03,246.09,39,New,Non-Alcoholic,False
C0723,Caoimhe,Walsh,caoimhe723@gmail.com,2024-03-19,119,51.01,6070.19,952,VIP,Wine,True
C0724,Darragh,Kavanagh,darragh724@gmail.com,2024-06-20,46,22.82,1049.72,460,Regular,Draught Beer,True
C0725,Caoimhe,Walsh,caoimhe725@gmail.com,2023-01-12,108,46.75,5049.0,1188,VIP,Spirits,True
C0726,Orla,O'Brien,orla726@gmail.com,2023-08-28,63,45.66,2876.58,441,VIP,Wine,True
C0727,Aoife,Murphy,aoife727@gmail.com,2023-03-28,75,20.49,1536.75,1050,VIP,Draught Beer,True
C0728,Niamh,Kelly,niamh728@gmail.com,2023-04-13,87,38.85,3379.95,1044,VIP,Food,True
C0729,Conor,Byrne,conor729@gmail.com,2024-07-10,92,26.84,2469.28,1104,VIP,Spirits,True
C0730,Caoimhe,O'Brien,caoimhe730@gmail.com,2024-04-07,75,31.47,2360.25,675,VIP,Spirits,True
C0731,Ciara,Connolly,ciara731@gmail.com,2023-02-03,71,68.81,4885.51,852,VIP,Draught Beer,True
C0732,Caoimhe,Murphy,caoimhe732@gmail.com,2023-07-21,94,15.57,1463.58,470,VIP,Spirits,True
C0733,Ciara,Doyle,ciara733@gmail.com,2023-08-11,38,24.02,912.76,532,Regular,Food,True
C0734,Cian,Ryan,cian734@gmail.com,2023-08-21,95,23.6,2242.0,1235,VIP,Wine,True
C0735,Roisin,Murphy,roisin735@gmail.com,2023-12-23,43,40.99,1762.57,215,Regular,Wine,True
C0736,Sinead,Hennessy,sinead736@gmail.com,2023-05-21,94,46.69,4388.86,470,VIP,Draught Beer,True
C0737,Cian,Hennessy,cian.hennessy@gmail.com,2024-05-12,33,52.97,1748.01,363,Regular,Non-Alcoholic,True
C0738,Emma,Murphy,emma738@gmail.com,2023-08-14,23,49.79,1145.17,253,Regular,Draught Beer,True
C0739,Oisin,Kelly,oisin739@gmail.com,2024-07-05,67,64.14,4297.38,804,VIP,Food,True
C0740,Darragh,Kelly,darragh740@gmail.com,2023-07-03,43,82.1,3530.3,559,Regular,Draught Beer,True
C0741,Roisin,Doyle,roisin741@gmail.com,2023-03-04,94,43.34,4073.96,752,VIP,Draught Beer,True
C0742,Aoife,O'Sullivan,aoife742@gmail.com,2024-02-04,49,22.32,1093.68,245,Regular,Draught Beer,True
C0743,Sinead,Ryan,sinead743@gmail.com,2023-08-19,2,26.95,53.9,14,New,Non-Alcoholic,False
C0744,Orla,Brennan,orla.brennan@gmail.com,2024-02-29,78,27.36,2134.08,1092,VIP,Spirits,True
C0745,Ciara,Connolly,ciara745@gmail.com,2023-03-27,84,39.63,3328.92,1092,VIP,Spirits,True
C0746,Grainne,Burke,grainne746@gmail.com,2024-08-13,94,79.64,7486.16,1222,VIP,Wine,True
C0747,Sinead,O'Sullivan,sinead747@gmail.com,2023-03-16,89,51.74,4604.86,890,VIP,Spirits,True
C0748,Sinead,O'Sullivan,sinead748@gmail.com,2024-04-05,21,27.28,572.88,210,Regular,Food,True
C0749,Sinead,O'Brien,sinead749@gmail.com,2023-04-06,29,77.45,2246.05,319,Regular,Food,True
C0750,Caoimhe,Burke,caoimhe750@gmail.com,2024-07-17,113,72.21,8159.73,1356,VIP,Spirits,True
C0751,Emma,Ryan,emma751@gmail.com,2023-09-07,24,19.02,456.48,144,Regular,Food,True
C0752,Jack,Walsh,jack752@gmail.com,2024-06-09,100,24.66,2466.0,1000,VIP,Wine,True
C0753,Maeve,Doyle,maeve753@gmail.com,2023-11-10,97,83.25,8075.25,776,VIP,Draught Beer,True
C0754,Ciara,O'Sullivan,ciara754@gmail.com,2024-07-11,72,37.43,2694.96,1008,VIP,Wine,True
C0755,Grainne,Brennan,grainne755@gmail.com,2023-12-01,112,42.56,4766.72,1568,VIP,Wine,True
C0756,Sean,Murphy,sean756@gmail.com,2024-03-30,102,46.27,4719.54,510,VIP,Wine,True
C0757,Cian,Doyle,cian757@gmail.com,2023-11-05,11,23.72,260.92,121,Occasional,Spirits,True
C0758,Sean,Burke,sean758@gmail.com,2023-04-13,118,59.28,6995.04,1534,VIP,Food,True
C0759,Oisin,Hennessy,oisin759@gmail.com,2023-05-31,118,81.09,9568.62,708,VIP,Draught Beer,True
C0760,Siobhan,Byrne,siobhan760@gmail.com,2023-10-05,42,24.62,1034.04,294,Regular,Draught Beer,True
C0761,Liam,Hennessy,liam761@gmail.com,2023-04-04,30,41.04,1231.2,270,Regular,Non-Alcoholic,True
C0762,Darragh,Doyle,darragh762@gmail.com,2023-12-02,3,35.52,106.56,42,New,Non-Alcoholic,False
C0763,Cian,Burke,cian763@gmail.com,2023-11-28,74,27.3,2020.2,518,VIP,Wine,True
C0764,Siobhan,Walsh,siobhan764@gmail.com,2023-04-14,110,62.38,6861.8,1210,VIP,Wine,True
C0765,Caoimhe,Kavanagh,caoimhe765@gmail.com,2023-03-27,107,65.37,6994.59,856,VIP,Spirits,True
C0766,Grainne,Hennessy,grainne766@gmail.com,2023-02-01,36,36.23,1304.28,216,Regular,Draught Beer,True
C0767,Patrick,O'Brien,patrick.obrien@gmail.com,2023-09-09,95,80.46,7643.7,665,VIP,Draught Beer,True
C0768,Brendan,Walsh,brendan768@gmail.com,2024-08-01,89,57.58,5124.62,1068,VIP,Spirits,True
C0769,Declan,Hennessy,declan769@gmail.com,2024-03-01,49,76.37,3742.13,686,Regular,Spirits,True
C0770,Brendan,Brennan,brendan770@gmail.com,2024-03-22,115,67.04,7709.6,920,VIP,Wine,True
C0771,Aisling,Kelly,aisling771@gmail.com,2024-03-21,16,59.05,944.8,208,Occasional,Draught Beer,True
C0772,Oisin,Ryan,oisin772@gmail.com,2024-06-11,53,80.93,4289.29,689,VIP,Non-Alcoholic,True
C0773,Siobhan,Hennessy,siobhan.hennessy@gmail.com,2024-07-03,58,36.81,2134.98,696,VIP,Non-Alcoholic,True
C0774,Aoife,Murphy,aoife774@gmail.com,2024-05-01,22,53.91,1186.02,132,Regular,Non-Alcoholic,True
C0775,Ciara,Hennessy,ciara775@gmail.com,2024-06-16,31,52.88,1639.28,155,Regular,Wine,True
C0776,Aisling,Hennessy,aisling776@gmail.com,2023-07-15,45,58.2,2619.0,360,Regular,Wine,True
C0777,Brendan,Byrne,brendan.byrne@gmail.com,2024-07-15,46,45.74,2104.04,230,Regular,Non-Alcoholic,True
C0778,Oisin,Brennan,oisin778@gmail.com,2024-01-05,8,22.9,183.2,72,Occasional,Wine,True
C0779,Liam,Walsh,liam779@gmail.com,2023-05-13,8,39.39,315.12,80,Occasional,Non-Alcoholic,True
C0780,Emma,McCarthy,emma780@gmail.com,2024-04-19,46,21.34,981.64,230,Regular,Food,True
C0781,Sinead,Connolly,sinead781@gmail.com,2024-01-27,72,74.24,5345.28,360,VIP,Non-Alcoholic,True
C0782,Caoimhe,Murphy,caoimhe782@gmail.com,2024-02-24,37,34.61,1280.57,185,Regular,Spirits,True
C0783,Patrick,Byrne,patrick783@gmail.com,2023-07-19,38,83.42,3169.96,380,Regular,Draught Beer,True
C0784,Roisin,Hennessy,roisin784@gmail.com,2024-04-11,17,63.89,1086.13,255,Occasional,Non-Alcoholic,True
C0785,Ciara,Kavanagh,ciara785@gmail.com,2024-03-18,95,29.95,2845.25,1425,VIP,Wine,True
C0786,Liam,Burke,liam786@gmail.com,2023-03-29,69,31.92,2202.48,897,VIP,Draught Beer,True
C0787,Liam,McCarthy,liam.mccarthy@gmail.com,2024-04-14,81,34.11,2762.91,486,VIP,Food,True
C0788,Brendan,Connolly,brendan788@gmail.com,2023-06-21,103,56.78,5848.34,927,VIP,Wine,True
C0789,Ciara,Byrne,ciara789@gmail.com,2023-12-04,102,79.36,8094.72,510,VIP,Wine,True
C0790,Cian,Byrne,cian790@gmail.com,2024-07-24,9,23.38,210.42,45,Occasional,Draught Beer,True
C0791,Brendan,Brennan,brendan791@gmail.com,2023-10-27,117,48.22,5641.74,1170,VIP,Non-Alcoholic,True
C0792,Aoife,Ryan,aoife792@gmail.com,2023-09-04,98,36.55,3581.9,686,VIP,Non-Alcoholic,True
C0793,Conor,Ryan,conor.ryan@gmail.com,2023-02-20,21,83.96,1763.16,294,Regular,Non-Alcoholic,True
C0794,Conor,Kavanagh,conor794@gmail.com,2024-08-14,50,79.51,3975.5,650,VIP,Non-Alcoholic,True
C0795,Orla,Kelly,orla795@gmail.com,2024-01-18,54,19.19,1036.26,540,VIP,Food,True
C0796,Cian,Hennessy,cian796@gmail.com,2024-07-13,8,38.43,307.44,48,Occasional,Draught Beer,True
C0797,Darragh,Kavanagh,darragh797@gmail.com,2023-12-17,30,69.95,2098.5,450,Regular,Wine,True
C0798,Conor,Kavanagh,conor798@gmail.com,2023-11-19,29,80.82,2343.78,203,Regular,Draught Beer,True
C0799,Jack,Doyle,jack799@gmail.com,2023-06-24,119,32.5,3867.5,1666,VIP,Wine,True
C0800,Conor,Kelly,conor800@gmail.com,2024-04-09,73,60.65,4427.45,365,VIP,Spirits,True
C0801,Fionn,McCarthy,fionn801@gmail.com,2023-08-02,102,62.66,6391.32,1428,VIP,Spirits,True
C0802,Conor,Doyle,conor802@gmail.com,2024-02-26,13,30.6,397.8,117,Occasional,Draught Beer,True
C0803,Cian,Hennessy,cian803@gmail.com,2023-10-15,29,48.58,1408.82,232,Regular,Spirits,True
C0804,Aoife,Kavanagh,aoife804@gmail.com,2024-05-28,16,18.46,295.36,176,Occasional,Food,True
C0805,Sinead,Byrne,sinead805@gmail.com,2024-05-31,32,37.1,1187.2,384,Regular,Wine,True
C0806,Brendan,McCarthy,brendan806@gmail.com,2023-05-30,31,25.18,780.58,248,Regular,Food,True
C0807,Niamh,O'Sullivan,niamh807@gmail.com,2023-02-16,49,16.11,789.39,441,Regular,Spirits,True
C0808,Caoimhe,Kavanagh,caoimhe808@gmail.com,2023-12-26,101,21.94,2215.94,909,VIP,Non-Alcoholic,True
C0809,Roisin,Ryan,roisin809@gmail.com,2023-04-26,120,22.89,2746.8,840,VIP,Draught Beer,True
C0810,Conor,O'Sullivan,conor810@gmail.com,2024-07-04,101,51.59,5210.59,909,VIP,Food,True
C0811,Sinead,Connolly,sinead811@gmail.com,2023-05-14,27,28.33,764.91,351,Regular,Draught Beer,True
C0812,Roisin,Murphy,roisin812@gmail.com,2024-08-21,14,21.41,299.74,154,Occasional,Food,True
C0813,Jack,Byrne,jack813@gmail.com,2024-04-18,111,81.57,9054.27,1443,VIP,Wine,True
C0814,Ciara,O'Sullivan,ciara814@gmail.com,2023-01-28,46,52.56,2417.76,506,Regular,Draught Beer,True
C0815,Sinead,Hennessy,sinead815@gmail.com,2024-08-10,11,42.3,465.3,77,Occasional,Wine,True
C0816,Emma,Kelly,emma816@gmail.com,2024-01-02,10,83.2,832.0,120,Occasional,Non-Alcoholic,True
C0817,Emma,Kelly,emma817@gmail.com,2023-04-06,7,19.53,136.71,105,Occasional,Food,True
C0818,Siobhan,Kavanagh,siobhan818@gmail.com,2023-06-26,57,37.37,2130.09,513,VIP,Spirits,True
C0819,Cian,Hennessy,cian819@gmail.com,2024-05-20,35,70.85,2479.75,315,Regular,Non-Alcoholic,True
C0820,Liam,Kelly,liam820@gmail.com,2024-06-07,87,59.22,5152.14,1218,VIP,Food,True
C0821,Liam,Doyle,liam821@gmail.com,2023-08-20,7,79.4,555.8,35,Occasional,Spirits,True
C0822,Roisin,Walsh,roisin822@gmail.com,2024-04-01,70,62.76,4393.2,490,VIP,Draught Beer,True
C0823,Cian,Byrne,cian823@gmail.com,2023-07-21,30,64.14,1924.2,390,Regular,Food,True
C0824,Maeve,Murphy,maeve824@gmail.com,2023-12-03,16,46.84,749.44,80,Occasional,Draught Beer,True
C0825,Ciara,Kavanagh,ciara825@gmail.com,2023-03-16,44,78.36,3447.84,352,Regular,Non-Alcoholic,True
C0826,Liam,Burke,liam826@gmail.com,2023-11-22,114,61.59,7021.26,798,VIP,Wine,True
C0827,Roisin,Kavanagh,roisin827@gmail.com,2023-04-23,33,37.82,1248.06,429,Regular,Non-Alcoholic,True
C0828,Roisin,Burke,roisin828@gmail.com,2024-08-17,86,53.89,4634.54,688,VIP,Food,True
C0829,Grainne,Kelly,grainne829@gmail.com,2023-04-15,90,60.72,5464.8,990,VIP,Food,True
C0830,Aisling,Kavanagh,aisling830@gmail.com,2024-04-08,37,59.01,2183.37,222,Regular,Non-Alcoholic,True
C0831,Ciara,Burke,ciara831@gmail.com,2023-01-30,62,70.71,4384.02,310,VIP,Food,True
C0832,Siobhan,O'Brien,siobhan832@gmail.com,2023-10-12,85,26.12,2220.2,1105,VIP,Food,True
C0833,Cian,Ryan,cian833@gmail.com,2023-12-25,27,69.9,1887.3,351,Regular,Draught Beer,True
C0834,Niamh,McCarthy,niamh834@gmail.com,2024-02-12,73,43.32,3162.36,1095,VIP,Wine,True
C0835,Grainne,Connolly,grainne835@gmail.com,2023-02-27,67,77.8,5212.6,871,VIP,Spirits,True
C0836,Orla,O'Brien,orla836@gmail.com,2024-08-11,69,80.6,5561.4,690,VIP,Draught Beer,True
C0837,Conor,Kavanagh,conor837@gmail.com,2024-04-06,28,84.98,2379.44,392,Regular,Spirits,True
C0838,Brendan,O'Sullivan,brendan.osullivan@gmail.com,2023-08-30,16,57.06,912.96,128,Occasional,Draught Beer,True
C0839,Caoimhe,Kelly,caoimhe839@gmail.com,2024-02-15,1,32.05,32.05,10,New,Spirits,False
C0840,Liam,O'Sullivan,liam.osullivan@gmail.com,2023-02-21,53,66.28,3512.84,795,VIP,Food,True
C0841,Eoin,Ryan,eoin.ryan@gmail.com,2023-09-06,73,82.77,6042.21,657,VIP,Wine,True
C0842,Sinead,Hennessy,sinead842@gmail.com,2023-08-27,66,22.34,1474.44,990,VIP,Wine,True
C0843,Sean,McCarthy,sean843@gmail.com,2023-12-30,66,46.0,3036.0,792,VIP,Non-Alcoholic,True
C0844,Darragh,Kavanagh,darragh844@gmail.com,2024-01-26,11,70.14,771.54,77,Occasional,Spirits,True
C0845,Maeve,Kelly,maeve845@gmail.com,2023-12-17,39,67.37,2627.43,507,Regular,Non-Alcoholic,True
C0846,Aoife,Connolly,aoife.connolly@gmail.com,2024-02-17,115,64.08,7369.2,1610,VIP,Spirits,True
C0847,Darragh,Doyle,darragh847@gmail.com,2024-03-14,24,41.37,992.88,192,Regular,Food,True
C0848,Roisin,Hennessy,roisin848@gmail.com,2023-10-30,32,38.93,1245.76,416,Regular,Non-Alcoholic,True
C0849,Conor,Kelly,conor849@gmail.com,2023-03-22,11,26.09,286.99,132,Occasional,Wine,True
C0850,Conor,Byrne,conor850@gmail.com,2023-12-01,5,50.91,254.55,50,Occasional,Non-Alcoholic,True
C0851,Orla,O'Sullivan,orla851@gmail.com,2024-03-19,57,29.74,1695.18,342,VIP,Non-Alcoholic,True
C0852,Brendan,Ryan,brendan852@gmail.com,2024-03-08,55,17.66,971.3,440,VIP,Draught Beer,True
C0853,Sean,Murphy,sean853@gmail.com,2023-10-11,60,21.17,1270.2,540,VIP,Food,True
C0854,Roisin,Byrne,roisin854@gmail.com,2023-06-06,31,29.6,917.6,403,Regular,Non-Alcoholic,True
C0855,Maeve,Kelly,maeve855@gmail.com,2023-09-14,60,16.08,964.8,360,VIP,Non-Alcoholic,True
C0856,Roisin,Connolly,roisin856@gmail.com,2024-03-24,111,21.02,2333.22,999,VIP,Food,True
C0857,Orla,Brennan,orla857@gmail.com,2024-01-01,100,23.76,2376.0,1300,VIP,Draught Beer,True
C0858,Brendan,Hennessy,brendan858@gmail.com,2023-12-22,96,35.94,3450.24,1248,VIP,Non-Alcoholic,True
C0859,Siobhan,Kavanagh,siobhan859@gmail.com,2023-08-16,12,42.17,506.04,84,Occasional,Wine,True
C0860,Jack,Walsh,jack860@gmail.com,2024-02-21,57,28.31,1613.67,798,VIP,Draught Beer,True
C0861,Grainne,Doyle,grainne861@gmail.com,2023-10-31,47,44.65,2098.55,611,Regular,Spirits,True
C0862,Brendan,Kavanagh,brendan862@gmail.com,2024-06-24,9,66.17,595.53,99,Occasional,Draught Beer,True
C0863,Declan,Brennan,declan863@gmail.com,2023-02-03,55,23.85,1311.75,605,VIP,Draught Beer,True
C0864,Siobhan,Kavanagh,siobhan864@gmail.com,2023-01-05,24,63.76,1530.24,264,Regular,Food,True
C0865,Liam,O'Brien,liam865@gmail.com,2024-04-15,37,23.45,867.65,333,Regular,Draught Beer,True
C0866,Aoife,O'Brien,aoife866@gmail.com,2023-09-17,93,72.95,6784.35,1116,VIP,Food,True
C0867,Brendan,Ryan,brendan867@gmail.com,2023-05-15,88,46.17,4062.96,968,VIP,Food,True
C0868,Sinead,O'Sullivan,sinead868@gmail.com,2023-11-25,93,49.66,4618.38,1302,VIP,Wine,True
C0869,Niamh,McCarthy,niamh869@gmail.com,2024-01-04,23,66.11,1520.53,299,Regular,Non-Alcoholic,True
C0870,Niamh,Kelly,niamh870@gmail.com,2024-02-09,60,82.15,4929.0,660,VIP,Non-Alcoholic,True
C0871,Niamh,Ryan,niamh871@gmail.com,2023-10-03,6,19.02,114.12,66,Occasional,Non-Alcoholic,True
C0872,Caoimhe,O'Brien,caoimhe872@gmail.com,2024-02-12,117,38.9,4551.3,1404,VIP,Draught Beer,True
C0873,Brendan,Doyle,brendan873@gmail.com,2023-10-13,65,47.02,3056.3,780,VIP,Spirits,True
C0874,Cian,Hennessy,cian874@gmail.com,2024-03-23,101,18.24,1842.24,1010,VIP,Non-Alcoholic,True
C0875,Patrick,Doyle,patrick875@gmail.com,2023-05-17,66,29.31,1934.46,924,VIP,Food,True
C0876,Brendan,Murphy,brendan876@gmail.com,2023-12-21,84,73.92,6209.28,672,VIP,Draught Beer,True
C0877,Emma,Brennan,emma877@gmail.com,2023-01-24,6,41.91,251.46,72,Occasional,Food,True
C0878,Eoin,Hennessy,eoin878@gmail.com,2023-03-22,13,45.24,588.12,182,Occasional,Food,True
C0879,Jack,Connolly,jack879@gmail.com,2023-10-19,83,48.6,4033.8,830,VIP,Food,True
C0880,Liam,Kavanagh,liam880@gmail.com,2024-03-23,48,78.42,3764.16,576,Regular,Spirits,True
C0881,Darragh,Brennan,darragh881@gmail.com,2023-12-19,63,60.03,3781.89,504,VIP,Draught Beer,True
C0882,Darragh,Hennessy,darragh882@gmail.com,2023-04-08,108,81.17,8766.36,756,VIP,Draught Beer,True
C0883,Eoin,Walsh,eoin883@gmail.com,2024-05-01,79,74.39,5876.81,711,VIP,Food,True
C0884,Sinead,McCarthy,sinead884@gmail.com,2023-10-30,69,29.38,2027.22,483,VIP,Draught Beer,True
C0885,Darragh,Hennessy,darragh885@gmail.com,2024-08-23,115,77.1,8866.5,1150,VIP,Spirits,True
C0886,Caoimhe,Ryan,caoimhe886@gmail.com,2023-01-17,109,73.61,8023.49,1199,VIP,Draught Beer,True
C0887,Aoife,Connolly,aoife887@gmail.com,2023-09-30,44,62.87,2766.28,572,Regular,Wine,True
C0888,Roisin,Kelly,roisin888@gmail.com,2023-05-01,88,84.89,7470.32,528,VIP,Spirits,True
C0889,Patrick,McCarthy,patrick889@gmail.com,2024-03-12,8,82.79,662.32,40,Occasional,Non-Alcoholic,True
C0890,Orla,O'Brien,orla890@gmail.com,2024-03-19,65,75.33,4896.45,390,VIP,Spirits,True
C0891,Conor,Kavanagh,conor891@gmail.com,2024-02-19,19,35.77,679.63,95,Occasional,Food,True
C0892,Aoife,O'Sullivan,aoife892@gmail.com,2023-02-07,27,41.92,1131.84,216,Regular,Spirits,True
C0893,Jack,Doyle,jack893@gmail.com,2024-08-07,108,15.17,1638.36,972,VIP,Non-Alcoholic,True
C0894,Emma,Doyle,emma894@gmail.com,2023-11-11,83,17.54,1455.82,1079,VIP,Draught Beer,True
C0895,Oisin,O'Sullivan,oisin895@gmail.com,2023-09-07,44,42.96,1890.24,572,Regular,Food,True
C0896,Siobhan,O'Sullivan,siobhan896@gmail.com,2023-09-08,105,17.32,1818.6,1050,VIP,Spirits,True
C0897,Caoimhe,Kavanagh,caoimhe897@gmail.com,2024-07-17,61,49.84,3040.24,305,VIP,Spirits,True
C0898,Darragh,Walsh,darragh898@gmail.com,2024-01-31,77,24.69,1901.13,693,VIP,Wine,True
C0899,Sean,Walsh,sean899@gmail.com,2023-08-20,98,42.1,4125.8,588,VIP,Spirits,True
C0900,Maeve,Murphy,maeve900@gmail.com,2024-08-11,11,50.15,551.65,110,Occasional,Spirits,True
C0901,Grainne,Kelly,grainne901@gmail.com,2023-06-22,33,30.39,1002.87,396,Regular,Spirits,True
C0902,Roisin,O'Sullivan,roisin902@gmail.com,2023-06-12,59,63.27,3732.93,649,VIP,Draught Beer,True
C0903,Siobhan,McCarthy,siobhan903@gmail.com,2024-02-15,20,19.2,384.0,260,Regular,Non-Alcoholic,True
C0904,Caoimhe,Burke,caoimhe904@gmail.com,2023-10-14,104,20.66,2148.64,624,VIP,Spirits,True
C0905,Orla,Ryan,orla905@gmail.com,2024-06-05,24,51.96,1247.04,336,Regular,Draught Beer,True
C0906,Cian,McCarthy,cian906@gmail.com,2023-12-27,116,52.5,6090.0,1276,VIP,Draught Beer,True
C0907,Orla,Hennessy,orla907@gmail.com,2024-05-16,35,15.66,548.1,455,Regular,Draught Beer,True
C0908,Conor,Ryan,conor908@gmail.com,2024-08-17,63,67.52,4253.76,630,VIP,Non-Alcoholic,True
C0909,Maeve,Kavanagh,maeve909@gmail.com,2024-02-14,92,29.93,2753.56,1104,VIP,Draught Beer,True
C0910,Patrick,Burke,patrick910@gmail.com,2023-05-12,63,20.79,1309.77,504,VIP,Draught Beer,True
C0911,Jack,Byrne,jack911@gmail.com,2023-11-15,3,49.11,147.33,27,New,Wine,False
C0912,Aoife,Connolly,aoife912@gmail.com,2024-06-27,53,27.51,1458.03,583,VIP,Spirits,True
C0913,Eoin,Kelly,eoin.kelly@gmail.com,2023-06-01,103,52.77,5435.31,1030,VIP,Non-Alcoholic,True
C0914,Orla,Kavanagh,orla.kavanagh@gmail.com,2024-05-11,4,35.29,141.16,28,New,Food,True
C0915,Brendan,Brennan,brendan915@gmail.com,2024-01-10,100,72.14,7214.0,500,VIP,Wine,True
C0916,Eoin,Brennan,eoin.brennan@gmail.com,2024-08-08,77,24.33,1873.41,770,VIP,Food,True
C0917,Sinead,Byrne,sinead917@gmail.com,2023-04-29,22,71.29,1568.38,264,Regular,Spirits,True
C0918,Sinead,Murphy,sinead918@gmail.com,2023-11-02,104,69.3,7207.2,1352,VIP,Wine,True
C0919,Conor,Byrne,conor919@gmail.com,2023-04-06,26,37.96,986.96,182,Regular,Spirits,True
C0920,Liam,Connolly,liam920@gmail.com,2023-10-06,106,50.63,5366.78,1060,VIP,Non-Alcoholic,True
C0921,Fionn,Burke,fionn921@gmail.com,2024-07-15,85,60.02,5101.7,1105,VIP,Non-Alcoholic,True
C0922,Siobhan,Connolly,siobhan.connolly@gmail.com,2024-06-24,86,47.55,4089.3,1118,VIP,Food,True
C0923,Liam,Kavanagh,liam923@gmail.com,2023-07-06,46,54.4,2502.4,598,Regular,Draught Beer,True
C0924,Roisin,Burke,roisin924@gmail.com,2023-06-28,112,68.41,7661.92,560,VIP,Wine,True
C0925,Cian,Walsh,cian925@gmail.com,2023-03-17,71,38.37,2724.27,497,VIP,Wine,True
C0926,Sean,McCarthy,sean926@gmail.com,2024-06-07,61,51.21,3123.81,854,VIP,Spirits,True
C0927,Emma,Byrne,emma927@gmail.com,2023-12-31,64,71.62,4583.68,576,VIP,Non-Alcoholic,True
C0928,Sinead,Hennessy,sinead928@gmail.com,2024-08-13,25,60.44,1511.0,125,Regular,Non-Alcoholic,True
C0929,Caoimhe,Connolly,caoimhe929@gmail.com,2024-08-06,80,76.62,6129.6,1040,VIP,Wine,True
C0930,Emma,Byrne,emma930@gmail.com,2023-11-16,82,81.37,6672.34,984,VIP,Draught Beer,True
C0931,Cian,Kavanagh,cian.kavanagh@gmail.com,2024-02-27,107,18.46,1975.22,642,VIP,Wine,True
C0932,Patrick,Kelly,patrick932@gmail.com,2024-06-25,49,29.57,1448.93,637,Regular,Non-Alcoholic,True
C0933,Conor,Walsh,conor933@gmail.com,2023-10-04,65,51.58,3352.7,325,VIP,Spirits,True
C0934,Caoimhe,Ryan,caoimhe934@gmail.com,2023-06-28,24,50.96,1223.04,144,Regular,Spirits,True
C0935,Cian,Brennan,cian935@gmail.com,2023-01-03,104,58.85,6120.4,1560,VIP,Draught Beer,True
C0936,Brendan,O'Brien,brendan.obrien@gmail.com,2023-02-25,68,76.67,5213.56,476,VIP,Spirits,True
C0937,Aisling,Connolly,aisling937@gmail.com,2024-02-14,76,80.32,6104.32,1064,VIP,Wine,True
C0938,Eoin,Brennan,eoin938@gmail.com,2023-02-09,98,55.61,5449.78,1372,VIP,Spirits,True
C0939,Aisling,Brennan,aisling939@gmail.com,2023-06-04,96,34.07,3270.72,1248,VIP,Spirits,True
C0940,Roisin,Kelly,roisin940@gmail.com,2023-11-12,6,78.88,473.28,84,Occasional,Draught Beer,True
C0941,Aoife,Walsh,aoife941@gmail.com,2024-04-26,18,18.83,338.94,180,Occasional,Wine,True
C0942,Maeve,Ryan,maeve942@gmail.com,2023-11-30,30,42.07,1262.1,180,Regular,Non-Alcoholic,True
C0943,Grainne,Doyle,grainne943@gmail.com,2023-04-04,108,21.27,2297.16,1404,VIP,Spirits,True
C0944,Caoimhe,Walsh,caoimhe944@gmail.com,2023-10-12,103,70.99,7311.97,721,VIP,Draught Beer,True
C0945,Emma,Hennessy,emma945@gmail.com,2023-07-08,10,42.39,423.9,70,Occasional,Non-Alcoholic,True
C0946,Sinead,Hennessy,sinead946@gmail.com,2023-12-21,76,32.38,2460.88,456,VIP,Food,True
C0947,Brendan,Kelly,brendan947@gmail.com,2024-05-06,30,18.41,552.3,300,Regular,Spirits,True
C0948,Oisin,Hennessy,oisin948@gmail.com,2024-02-29,102,34.98,3567.96,714,VIP,Non-Alcoholic,True
C0949,Siobhan,Kavanagh,siobhan949@gmail.com,2023-02-24,48,19.01,912.48,432,Regular,Food,True
C0950,Brendan,Murphy,brendan950@gmail.com,2024-06-14,101,38.47,3885.47,1111,VIP,Draught Beer,True
C0951,Brendan,Byrne,brendan951@gmail.com,2024-07-02,18,65.93,1186.74,126,Occasional,Non-Alcoholic,True
C0952,Cian,Ryan,cian952@gmail.com,2024-02-19,84,54.35,4565.4,1176,VIP,Non-Alcoholic,True
C0953,Caoimhe,Brennan,caoimhe953@gmail.com,2024-05-04,79,50.39,3980.81,632,VIP,Draught Beer,True
C0954,Aoife,Walsh,aoife954@gmail.com,2024-01-16,24,61.98,1487.52,240,Regular,Non-Alcoholic,True
C0955,Declan,O'Sullivan,declan955@gmail.com,2023-01-20,31,68.34,2118.54,217,Regular,Non-Alcoholic,True
C0956,Sean,Connolly,sean956@gmail.com,2023-09-30,118,24.0,2832.0,1298,VIP,Food,True
C0957,Ciara,McCarthy,ciara.mccarthy@gmail.com,2024-06-24,78,77.85,6072.3,546,VIP,Draught Beer,True
C0958,Fionn,Byrne,fionn958@gmail.com,2023-01-16,107,66.51,7116.57,642,VIP,Draught Beer,True
C0959,Sinead,Doyle,sinead959@gmail.com,2024-05-19,63,55.32,3485.16,756,VIP,Spirits,True
